"","x"
"2801",-60.3966666666667
"2802",-60.3833333333333
"2803",-60.3733333333333
"2804",-60.3666666666667
"2805",-60.33
"2806",-60.2866666666667
"2807",-60.2633333333333
"2808",-60.1833333333333
"2809",-60.1533333333333
"2810",-60.1633333333333
"2811",-60.12
"2812",-60.09
"2813",-60.11
"2814",-60.08
"2815",-60.0233333333333
"2816",-60.0133333333333
"2817",-59.9766666666667
"2818",-59.9633333333333
"2819",-59.9633333333333
"2820",-59.9633333333333
"2821",-59.9933333333333
"2822",-60
"2823",-59.9966666666667
"2824",-60.0266666666667
"2825",-60.0333333333333
"2826",-60.1
"2827",-60.07
"2828",-60.06
"2829",-60.0733333333333
"2830",-60.1033333333333
"2831",-60.1
"2832",-60.06
"2833",-60.0133333333333
"2834",-60.0366666666667
"2835",-60.03
"2836",-60.0466666666667
"2837",-60.0133333333333
"2838",-59.99
"2839",-59.9733333333333
"2840",-59.9233333333333
"2841",-59.8866666666667
"2842",-59.91
"2843",-59.89
"2844",-59.9133333333333
"2845",-59.8633333333333
"2846",-59.8666666666667
"2847",-59.89
"2848",-59.8866666666667
"2849",-59.8833333333333
"2850",-59.9233333333333
"2851",-59.91
"2852",-59.9133333333333
"2853",-59.9333333333333
"2854",-59.8933333333333
"2855",-59.8933333333333
"2856",-59.9066666666667
"2857",-59.9066666666667
"2858",-59.8833333333333
"2859",-59.8633333333333
"2860",-59.8533333333333
"2861",-59.8733333333333
"2862",-59.86
"2863",-59.88
"2864",-59.8566666666667
"2865",-59.8666666666667
"2866",-59.87
"2867",-59.8533333333333
"2868",-59.8366666666667
"2869",-59.86
"2870",-59.84
"2871",-59.7866666666667
"2872",-59.7566666666667
"2873",-59.73
"2874",-59.7466666666667
"2875",-59.69
"2876",-59.6866666666667
"2877",-59.67
"2878",-59.66
"2879",-59.6466666666667
"2880",-59.6266666666667
"2881",-59.57
"2882",-59.5566666666667
"2883",-59.58
"2884",-59.51
"2885",-59.53
"2886",-59.52
"2887",-59.4733333333333
"2888",-59.4533333333333
"2889",-59.45
"2890",-59.4233333333333
"2891",-59.41
"2892",-59.38
"2893",-59.3066666666667
"2894",-59.3033333333333
"2895",-59.2933333333333
"2896",-59.34
"2897",-59.34
"2898",-59.3233333333333
"2899",-59.32
"2900",-59.31
"2901",-59.2933333333333
"2902",-59.2433333333333
"2903",-59.24
"2904",-59.1933333333333
"2905",-59.1566666666667
"2906",-59.1566666666667
"2907",-59.1633333333333
"2908",-59.1533333333333
"2909",-59.1333333333333
"2910",-59.1066666666667
"2911",-59.1033333333333
"2912",-59.0566666666667
"2913",-59.01
"2914",-58.9566666666667
"2915",-58.9133333333333
"2916",-58.9433333333333
"2917",-58.9366666666667
"2918",-58.8866666666667
"2919",-58.8833333333333
"2920",-58.8633333333333
"2921",-58.8433333333333
"2922",-58.77
"2923",-58.71
"2924",-58.7566666666667
"2925",-58.7466666666667
"2926",-58.7266666666667
"2927",-58.7266666666667
"2928",-58.71
"2929",-58.6933333333333
"2930",-58.69
"2931",-58.72
"2932",-58.71
"2933",-58.6833333333333
"2934",-58.67
"2935",-58.66
"2936",-58.6533333333333
"2937",-58.6366666666667
"2938",-58.6
"2939",-58.5266666666667
"2940",-58.5266666666667
"2941",-58.4933333333333
"2942",-58.4366666666667
"2943",-58.49
"2944",-58.52
"2945",-58.5133333333333
"2946",-58.48
"2947",-58.5133333333333
"2948",-58.5066666666667
"2949",-58.4733333333333
"2950",-58.4766666666667
"2951",-58.5366666666667
"2952",-58.5533333333333
"2953",-58.53
"2954",-58.5333333333333
"2955",-58.5166666666667
"2956",-58.5133333333333
"2957",-58.5033333333333
"2958",-58.43
"2959",-58.3933333333333
"2960",-58.34
"2961",-58.35
"2962",-58.4166666666667
"2963",-58.4233333333333
"2964",-58.4166666666667
"2965",-58.3366666666667
"2966",-58.3333333333333
"2967",-58.35
"2968",-58.31
"2969",-58.2933333333333
"2970",-58.3333333333333
"2971",-58.29
"2972",-58.32
"2973",-58.3466666666667
"2974",-58.35
"2975",-58.3433333333333
"2976",-58.36
"2977",-58.2766666666667
"2978",-58.2466666666667
"2979",-58.2633333333333
"2980",-58.2666666666667
"2981",-58.25
"2982",-58.2133333333333
"2983",-58.1833333333333
"2984",-58.17
"2985",-58.2
"2986",-58.1866666666667
"2987",-58.17
"2988",-58.14
"2989",-58.13
"2990",-58.1233333333333
"2991",-58.1266666666667
"2992",-58.1433333333333
"2993",-58.0966666666667
"2994",-58.07
"2995",-58.05
"2996",-57.9733333333333
"2997",-57.9466666666667
"2998",-57.9466666666667
"2999",-57.9633333333333
"3000",-57.92
"3001",-57.9066666666667
"3002",-57.8533333333333
"3003",-57.8133333333333
"3004",-57.77
"3005",-57.7533333333333
"3006",-57.7166666666667
"3007",-57.7366666666667
"3008",-57.7066666666667
"3009",-57.68
"3010",-57.63
"3011",-57.62
"3012",-57.66
"3013",-57.65
"3014",-57.6966666666667
"3015",-57.6833333333333
"3016",-57.6666666666667
"3017",-57.6466666666667
"3018",-57.6333333333333
"3019",-57.6533333333333
"3020",-57.61
"3021",-57.56
"3022",-57.56
"3023",-57.53
"3024",-57.5333333333333
"3025",-57.48
"3026",-57.4766666666667
"3027",-57.4666666666667
"3028",-57.46
"3029",-57.4566666666667
"3030",-57.4766666666667
"3031",-57.4833333333333
"3032",-57.4666666666667
"3033",-57.4933333333333
"3034",-57.4566666666667
"3035",-57.4566666666667
"3036",-57.3966666666667
"3037",-57.3966666666667
"3038",-57.4133333333333
"3039",-57.3833333333333
"3040",-57.3566666666667
"3041",-57.32
"3042",-57.2966666666667
"3043",-57.2833333333333
"3044",-57.28
"3045",-57.35
"3046",-57.3266666666667
"3047",-57.2966666666667
"3048",-57.2933333333333
"3049",-57.3
"3050",-57.3266666666667
"3051",-57.33
"3052",-57.33
"3053",-57.3133333333333
"3054",-57.29
"3055",-57.2966666666667
"3056",-57.2566666666667
"3057",-57.2766666666667
"3058",-57.2333333333333
"3059",-57.22
"3060",-57.2166666666667
"3061",-57.2566666666667
"3062",-57.2366666666667
"3063",-57.1866666666667
"3064",-57.1733333333333
"3065",-57.1633333333333
"3066",-57.1633333333333
"3067",-57.18
"3068",-57.1566666666667
"3069",-57.1333333333333
"3070",-57.14
"3071",-57.0933333333333
"3072",-57.0866666666667
"3073",-57.1
"3074",-57.1266666666667
"3075",-57.1
"3076",-57.1
"3077",-57.1433333333333
"3078",-57.12
"3079",-57.1433333333333
"3080",-57.1333333333333
"3081",-57.08
"3082",-57.07
"3083",-57.07
"3084",-57.06
"3085",-57.06
"3086",-57.1
"3087",-57.1233333333333
"3088",-57.1433333333333
"3089",-57.1433333333333
"3090",-57.1766666666667
"3091",-57.2366666666667
"3092",-57.27
"3093",-57.2533333333333
"3094",-57.2333333333333
"3095",-57.2566666666667
"3096",-57.2133333333333
"3097",-57.1933333333333
"3098",-57.1933333333333
"3099",-57.24
"3100",-57.25
"3101",-57.24
"3102",-57.2433333333333
"3103",-57.24
"3104",-57.2
"3105",-57.2266666666667
"3106",-57.2
"3107",-57.2
"3108",-57.2033333333333
"3109",-57.1866666666667
"3110",-57.17
"3111",-57.2033333333333
"3112",-57.19
"3113",-57.23
"3114",-57.2533333333333
"3115",-57.2533333333333
"3116",-57.2533333333333
"3117",-57.25
"3118",-57.27
"3119",-57.24
"3120",-57.22
"3121",-57.2033333333333
"3122",-57.21
"3123",-57.2133333333333
"3124",-57.1966666666667
"3125",-57.1933333333333
"3126",-57.14
"3127",-57.1633333333333
"3128",-57.1633333333333
"3129",-57.1633333333333
"3130",-57.1466666666667
"3131",-57.1433333333333
"3132",-57.1266666666667
"3133",-57.15
"3134",-57.1166666666667
"3135",-57.1133333333333
"3136",-57.1133333333333
"3137",-57.1833333333333
"3138",-57.1733333333333
"3139",-57.1733333333333
"3140",-57.1766666666667
"3141",-57.17
"3142",-57.1366666666667
"3143",-57.11
"3144",-57.1
"3145",-57.1
"3146",-57.0233333333333
"3147",-56.9966666666667
"3148",-56.98
"3149",-56.9833333333333
"3150",-56.98
"3151",-56.96
"3152",-56.9833333333333
"3153",-56.9533333333333
"3154",-56.9633333333333
"3155",-56.95
"3156",-56.94
"3157",-56.93
"3158",-56.9366666666667
"3159",-56.9266666666667
"3160",-56.9466666666667
"3161",-56.9
"3162",-56.8833333333333
"3163",-56.8066666666667
"3164",-56.7966666666667
"3165",-56.7666666666667
"3166",-56.7566666666667
"3167",-56.7533333333333
"3168",-56.7333333333333
"3169",-56.7
"3170",-56.6933333333333
"3171",-56.7166666666667
"3172",-56.7066666666667
"3173",-56.7033333333333
"3174",-56.6766666666667
"3175",-56.7466666666667
"3176",-56.7033333333333
"3177",-56.7
"3178",-56.71
"3179",-56.7766666666667
"3180",-56.82
"3181",-56.82
"3182",-56.8266666666667
"3183",-56.82
"3184",-56.83
"3185",-56.8
"3186",-56.82
"3187",-56.85
"3188",-56.8733333333333
"3189",-56.86
"3190",-56.83
"3191",-56.85
"3192",-56.87
"3193",-56.8866666666667
"3194",-56.92
"3195",-56.91
"3196",-56.8533333333333
"3197",-56.83
"3198",-56.8233333333333
"3199",-56.85
"3200",-56.8533333333333
"3201",-56.8166666666667
"3202",-56.7933333333333
"3203",-56.7666666666667
"3204",-56.77
"3205",-56.7833333333333
"3206",-56.7933333333333
"3207",-56.7866666666667
"3208",-56.7866666666667
"3209",-56.8
"3210",-56.7666666666667
"3211",-56.7
"3212",-56.6933333333333
"3213",-56.7133333333333
"3214",-56.7
"3215",-56.7
"3216",-56.65
"3217",-56.6366666666667
"3218",-56.6533333333333
"3219",-56.7233333333333
"3220",-56.7433333333333
"3221",-56.7333333333333
"3222",-56.7366666666667
"3223",-56.73
"3224",-56.6733333333333
"3225",-56.6533333333333
"3226",-56.6233333333333
"3227",-56.6366666666667
"3228",-56.66
"3229",-56.6566666666667
"3230",-56.6933333333333
"3231",-56.6466666666667
"3232",-56.7166666666667
"3233",-56.78
"3234",-56.75
"3235",-56.78
"3236",-56.79
"3237",-56.7933333333333
"3238",-56.79
"3239",-56.7966666666667
"3240",-56.7766666666667
"3241",-56.8133333333333
"3242",-56.8366666666667
"3243",-56.7866666666667
"3244",-56.79
"3245",-56.7866666666667
"3246",-56.81
"3247",-56.7933333333333
"3248",-56.77
"3249",-56.8033333333333
"3250",-56.8166666666667
"3251",-56.7566666666667
"3252",-56.7133333333333
"3253",-56.7166666666667
"3254",-56.69
"3255",-56.7666666666667
"3256",-56.7533333333333
"3257",-56.7866666666667
"3258",-56.81
"3259",-56.8433333333333
"3260",-56.91
"3261",-56.9233333333333
"3262",-56.85
"3263",-56.8166666666667
"3264",-56.7933333333333
"3265",-56.8166666666667
"3266",-56.89
"3267",-56.87
"3268",-56.8733333333333
"3269",-56.8733333333333
"3270",-56.8466666666667
"3271",-56.8866666666667
"3272",-56.83
"3273",-56.82
"3274",-56.8566666666667
"3275",-56.8566666666667
"3276",-56.8366666666667
"3277",-56.84
"3278",-56.89
"3279",-56.89
"3280",-56.8933333333333
"3281",-56.8733333333333
"3282",-56.8766666666667
"3283",-56.91
"3284",-56.93
"3285",-56.8866666666667
"3286",-56.85
"3287",-56.83
"3288",-56.88
"3289",-56.88
"3290",-56.8866666666667
"3291",-56.8766666666667
"3292",-56.8666666666667
"3293",-56.8366666666667
"3294",-56.83
"3295",-56.82
"3296",-56.8533333333333
"3297",-56.8866666666667
"3298",-56.8766666666667
"3299",-56.8733333333333
"3300",-56.9033333333333
"3301",-56.92
"3302",-56.9
"3303",-56.9333333333333
"3304",-56.9366666666667
"3305",-56.9533333333333
"3306",-56.9433333333333
"3307",-56.92
"3308",-56.8966666666667
"3309",-56.9166666666667
"3310",-56.9033333333333
"3311",-56.9166666666667
"3312",-56.8866666666667
"3313",-56.8866666666667
"3314",-56.8633333333333
"3315",-56.8866666666667
"3316",-56.8666666666667
"3317",-56.8466666666667
"3318",-56.8033333333333
"3319",-56.7866666666667
"3320",-56.77
"3321",-56.77
"3322",-56.7633333333333
"3323",-56.75
"3324",-56.7533333333333
"3325",-56.7733333333333
"3326",-56.7933333333333
"3327",-56.7833333333333
"3328",-56.79
"3329",-56.8066666666667
"3330",-56.7866666666667
"3331",-56.82
"3332",-56.82
"3333",-56.8533333333333
"3334",-56.9033333333333
"3335",-56.9066666666667
"3336",-56.9266666666667
"3337",-56.93
"3338",-56.93
"3339",-56.93
"3340",-56.9333333333333
"3341",-56.9366666666667
"3342",-56.94
"3343",-56.9233333333333
"3344",-56.9233333333333
"3345",-56.87
"3346",-56.89
"3347",-56.93
"3348",-56.9233333333333
"3349",-56.9533333333333
"3350",-56.9466666666667
"3351",-56.9033333333333
"3352",-56.9266666666667
"3353",-56.9266666666667
"3354",-56.9066666666667
"3355",-56.8866666666667
"3356",-56.94
"3357",-56.9433333333333
"3358",-57.0133333333333
"3359",-57.02
"3360",-57.03
"3361",-57.02
"3362",-57.0333333333333
"3363",-57.0366666666667
"3364",-57.0366666666667
"3365",-57.0266666666667
"3366",-57.03
"3367",-57.0333333333333
"3368",-57.1033333333333
"3369",-57.1766666666667
"3370",-57.15
"3371",-57.13
"3372",-57.1233333333333
"3373",-57.1066666666667
"3374",-57.07
"3375",-57.0733333333333
"3376",-57.0533333333333
"3377",-57.05
"3378",-57.03
"3379",-57.01
"3380",-57.0533333333333
"3381",-57.0566666666667
"3382",-57.0433333333333
"3383",-57.0433333333333
"3384",-57.0233333333333
"3385",-57.0333333333333
"3386",-56.9966666666667
"3387",-56.9766666666667
"3388",-57.0066666666667
"3389",-57.01
"3390",-56.99
"3391",-56.92
"3392",-56.91
"3393",-56.8933333333333
"3394",-56.8966666666667
"3395",-56.8833333333333
"3396",-56.8966666666667
"3397",-56.9
"3398",-56.88
"3399",-56.8566666666667
"3400",-56.9033333333333
"3401",-56.9033333333333
"3402",-56.9033333333333
"3403",-56.89
"3404",-56.95
"3405",-56.9533333333333
"3406",-56.9566666666667
"3407",-56.9666666666667
"3408",-56.97
"3409",-56.9766666666667
"3410",-56.9966666666667
"3411",-56.9633333333333
"3412",-56.9533333333333
"3413",-56.9066666666667
"3414",-56.8933333333333
"3415",-56.8966666666667
"3416",-56.92
"3417",-56.9233333333333
"3418",-56.9233333333333
"3419",-56.9133333333333
"3420",-56.9133333333333
"3421",-56.9133333333333
"3422",-56.87
"3423",-56.8633333333333
"3424",-56.8733333333333
"3425",-56.8766666666667
"3426",-56.92
"3427",-56.92
"3428",-56.9533333333333
"3429",-56.9333333333333
"3430",-56.9333333333333
"3431",-56.93
"3432",-56.9333333333333
"3433",-56.97
"3434",-56.9733333333333
"3435",-56.9833333333333
"3436",-56.9833333333333
"3437",-56.9366666666667
"3438",-56.96
"3439",-56.96
"3440",-56.93
"3441",-56.9366666666667
"3442",-56.97
"3443",-56.9766666666667
"3444",-57
"3445",-57.04
"3446",-57.06
"3447",-57.06
"3448",-57.04
"3449",-57.04
"3450",-57.0266666666667
"3451",-57.03
"3452",-56.9866666666667
"3453",-56.9866666666667
"3454",-56.9766666666667
"3455",-57
"3456",-57.0066666666667
"3457",-56.99
"3458",-57.0166666666667
"3459",-57.0166666666667
"3460",-56.9966666666667
"3461",-56.9933333333333
"3462",-56.9833333333333
"3463",-56.9833333333333
"3464",-56.9933333333333
"3465",-56.9933333333333
"3466",-57.0166666666667
"3467",-57.04
"3468",-57.0433333333333
"3469",-57.11
"3470",-57.11
"3471",-57.1066666666667
"3472",-57.1766666666667
"3473",-57.1866666666667
"3474",-57.1966666666667
"3475",-57.1233333333333
"3476",-57.11
"3477",-57.1533333333333
"3478",-57.1566666666667
"3479",-57.1066666666667
"3480",-57.0833333333333
"3481",-57.1066666666667
"3482",-57.1033333333333
"3483",-57.08
"3484",-57.09
"3485",-57.11
"3486",-57.12
"3487",-57.09
"3488",-57.06
"3489",-57.08
"3490",-57.12
"3491",-57.1166666666667
"3492",-57.1
"3493",-57.09
"3494",-57.0966666666667
"3495",-57.1
"3496",-57.15
"3497",-57.1433333333333
"3498",-57.1533333333333
"3499",-57.1
"3500",-57.0933333333333
"3501",-57.1233333333333
"3502",-57.12
"3503",-57.17
"3504",-57.1733333333333
"3505",-57.16
"3506",-57.1733333333333
"3507",-57.2266666666667
"3508",-57.2566666666667
"3509",-57.2433333333333
"3510",-57.2333333333333
"3511",-57.23
"3512",-57.2133333333333
"3513",-57.19
"3514",-57.2033333333333
"3515",-57.2233333333333
"3516",-57.2466666666667
"3517",-57.27
"3518",-57.27
"3519",-57.23
"3520",-57.2333333333333
"3521",-57.2533333333333
"3522",-57.26
"3523",-57.2566666666667
"3524",-57.27
"3525",-57.2966666666667
"3526",-57.2933333333333
"3527",-57.27
"3528",-57.2766666666667
"3529",-57.26
"3530",-57.22
"3531",-57.22
"3532",-57.15
"3533",-57.1233333333333
"3534",-57.15
"3535",-57.1
"3536",-57.1133333333333
"3537",-57.1466666666667
"3538",-57.1833333333333
"3539",-57.2066666666667
"3540",-57.2066666666667
"3541",-57.1833333333333
"3542",-57.1633333333333
"3543",-57.1666666666667
"3544",-57.1233333333333
"3545",-57.1
"3546",-57.1466666666667
"3547",-57.1233333333333
"3548",-57.1233333333333
"3549",-57.1333333333333
"3550",-57.17
"3551",-57.16
"3552",-57.1566666666667
"3553",-57.1766666666667
"3554",-57.2
"3555",-57.1933333333333
"3556",-57.1833333333333
"3557",-57.16
"3558",-57.16
"3559",-57.1966666666667
"3560",-57.1233333333333
"3561",-57.1
"3562",-57.1
"3563",-57.1233333333333
"3564",-57.1233333333333
"3565",-57.0966666666667
"3566",-57.0266666666667
"3567",-57.0433333333333
"3568",-57.11
"3569",-57.13
"3570",-57.1433333333333
"3571",-57.1366666666667
"3572",-57.1466666666667
"3573",-57.1466666666667
"3574",-57.0766666666667
"3575",-57.0666666666667
"3576",-57.1
"3577",-57.0966666666667
"3578",-57.0566666666667
"3579",-57.0366666666667
"3580",-57.0366666666667
"3581",-57.0633333333333
"3582",-57.0633333333333
"3583",-57.07
"3584",-57.0566666666667
"3585",-57.07
"3586",-57.14
"3587",-57.1466666666667
"3588",-57.0966666666667
"3589",-57.12
"3590",-57.09
"3591",-57.07
"3592",-57.08
"3593",-57.1133333333333
"3594",-57.0966666666667
"3595",-57.1166666666667
"3596",-57.0833333333333
"3597",-57.09
"3598",-57.08
"3599",-57.07
"3600",-57.0366666666667
"3601",-57.0266666666667
"3602",-57.0466666666667
"3603",-57.04
"3604",-57.05
"3605",-57.0533333333333
"3606",-57.0566666666667
"3607",-57.09
"3608",-57.0933333333333
"3609",-57.05
"3610",-57.07
"3611",-57.0633333333333
"3612",-57.0333333333333
"3613",-57.0733333333333
"3614",-57.06
"3615",-57.0366666666667
"3616",-57.07
"3617",-57.09
"3618",-57.1133333333333
"3619",-57.12
"3620",-57.1166666666667
"3621",-57.1433333333333
"3622",-57.1866666666667
"3623",-57.1733333333333
"3624",-57.15
"3625",-57.1233333333333
"3626",-57.1266666666667
"3627",-57.1533333333333
"3628",-57.15
"3629",-57.1
"3630",-57.0966666666667
"3631",-57.0533333333333
"3632",-57.0333333333333
"3633",-56.97
"3634",-56.92
"3635",-56.8966666666667
"3636",-56.8666666666667
"3637",-56.8633333333333
"3638",-56.89
"3639",-56.9166666666667
"3640",-56.95
"3641",-56.9566666666667
"3642",-56.9966666666667
"3643",-57.0033333333333
"3644",-56.9833333333333
"3645",-56.9633333333333
"3646",-56.94
"3647",-56.9033333333333
"3648",-56.89
"3649",-56.8633333333333
"3650",-56.8866666666667
"3651",-56.9066666666667
"3652",-56.8833333333333
"3653",-56.87
"3654",-56.87
"3655",-56.8933333333333
"3656",-56.8433333333333
"3657",-56.8433333333333
"3658",-56.7833333333333
"3659",-56.7533333333333
"3660",-56.7533333333333
"3661",-56.75
"3662",-56.7566666666667
"3663",-56.8066666666667
"3664",-56.8466666666667
"3665",-56.8766666666667
"3666",-56.9
"3667",-56.9033333333333
"3668",-56.8433333333333
"3669",-56.78
"3670",-56.8166666666667
"3671",-56.8866666666667
"3672",-56.8833333333333
"3673",-56.86
"3674",-56.8633333333333
"3675",-56.86
"3676",-56.8766666666667
"3677",-56.85
"3678",-56.86
"3679",-56.8533333333333
"3680",-56.81
"3681",-56.81
"3682",-56.8
"3683",-56.8133333333333
"3684",-56.81
"3685",-56.8
"3686",-56.81
"3687",-56.8166666666667
"3688",-56.7966666666667
"3689",-56.7933333333333
"3690",-56.78
"3691",-56.8033333333333
"3692",-56.8533333333333
"3693",-56.85
"3694",-56.8733333333333
"3695",-56.8833333333333
"3696",-56.86
"3697",-56.8566666666667
"3698",-56.8833333333333
"3699",-56.8633333333333
"3700",-56.8033333333333
"3701",-56.8066666666667
"3702",-56.8066666666667
"3703",-56.8366666666667
"3704",-56.7666666666667
"3705",-56.7333333333333
"3706",-56.77
"3707",-56.8
"3708",-56.7966666666667
"3709",-56.78
"3710",-56.7766666666667
"3711",-56.8133333333333
"3712",-56.8566666666667
"3713",-56.8766666666667
"3714",-56.9
"3715",-56.9033333333333
"3716",-56.9266666666667
"3717",-56.9733333333333
"3718",-56.9533333333333
"3719",-56.9566666666667
"3720",-56.99
"3721",-56.9933333333333
"3722",-57.0066666666667
"3723",-56.99
"3724",-56.9833333333333
"3725",-57.01
"3726",-56.95
"3727",-56.9866666666667
"3728",-56.9933333333333
"3729",-57.03
"3730",-57.01
"3731",-57.0633333333333
"3732",-57.07
"3733",-57.04
"3734",-57.04
"3735",-57.06
"3736",-57.0566666666667
"3737",-57.0366666666667
"3738",-57.0166666666667
"3739",-57.0166666666667
"3740",-57.02
"3741",-57.01
"3742",-57.05
"3743",-57.05
"3744",-57.0166666666667
"3745",-57.02
"3746",-57.0066666666667
"3747",-57.0466666666667
"3748",-57.0733333333333
"3749",-57.11
"3750",-57.1066666666667
"3751",-57.1133333333333
"3752",-57.09
"3753",-57.09
"3754",-57.09
"3755",-57.05
"3756",-57.0633333333333
"3757",-57.1333333333333
"3758",-57.1
"3759",-57.13
"3760",-57.1333333333333
"3761",-57.1433333333333
"3762",-57.1433333333333
"3763",-57.1733333333333
"3764",-57.1633333333333
"3765",-57.1933333333333
"3766",-57.2033333333333
"3767",-57.1833333333333
"3768",-57.19
"3769",-57.1966666666667
"3770",-57.1866666666667
"3771",-57.1766666666667
"3772",-57.1866666666667
"3773",-57.18
"3774",-57.21
"3775",-57.24
"3776",-57.25
"3777",-57.2433333333333
"3778",-57.2233333333333
"3779",-57.2366666666667
"3780",-57.26
"3781",-57.2766666666667
"3782",-57.31
"3783",-57.3466666666667
"3784",-57.3266666666667
"3785",-57.35
"3786",-57.35
"3787",-57.4233333333333
"3788",-57.45
"3789",-57.46
"3790",-57.45
"3791",-57.43
"3792",-57.4566666666667
"3793",-57.4766666666667
"3794",-57.44
"3795",-57.42
"3796",-57.3766666666667
"3797",-57.3966666666667
"3798",-57.36
"3799",-57.36
"3800",-57.3466666666667
"3801",-57.3433333333333
"3802",-57.39
"3803",-57.3666666666667
"3804",-57.4466666666667
"3805",-57.4733333333333
"3806",-57.4866666666667
"3807",-57.4366666666667
"3808",-57.4733333333333
"3809",-57.5266666666667
"3810",-57.5533333333333
"3811",-57.63
"3812",-57.65
"3813",-57.66
"3814",-57.7033333333333
"3815",-57.7
"3816",-57.7266666666667
"3817",-57.7133333333333
"3818",-57.7433333333333
"3819",-57.7533333333333
"3820",-57.77
"3821",-57.75
"3822",-57.7666666666667
"3823",-57.81
"3824",-57.81
"3825",-57.8266666666667
"3826",-57.8533333333333
"3827",-57.8533333333333
"3828",-57.9033333333333
"3829",-57.94
"3830",-57.9766666666667
"3831",-57.9533333333333
"3832",-57.9566666666667
"3833",-57.9433333333333
"3834",-57.9366666666667
"3835",-57.9466666666667
"3836",-57.9633333333333
"3837",-57.9266666666667
"3838",-57.9233333333333
"3839",-57.89
"3840",-57.9
"3841",-57.8966666666667
"3842",-57.8933333333333
"3843",-57.86
"3844",-57.9233333333333
"3845",-57.9633333333333
"3846",-57.8933333333333
"3847",-57.9433333333333
"3848",-57.9433333333333
"3849",-57.97
"3850",-57.91
"3851",-57.92
"3852",-57.92
"3853",-57.9066666666667
"3854",-57.9233333333333
"3855",-57.89
"3856",-57.9166666666667
"3857",-57.9066666666667
"3858",-57.8833333333333
"3859",-57.8133333333333
"3860",-57.8166666666667
"3861",-57.8266666666667
"3862",-57.84
"3863",-57.83
"3864",-57.8366666666667
"3865",-57.8633333333333
"3866",-57.8666666666667
"3867",-57.8533333333333
"3868",-57.81
"3869",-57.7933333333333
"3870",-57.78
"3871",-57.7233333333333
"3872",-57.7033333333333
"3873",-57.6833333333333
"3874",-57.7166666666667
"3875",-57.7366666666667
"3876",-57.74
"3877",-57.77
"3878",-57.77
"3879",-57.7733333333333
"3880",-57.7733333333333
"3881",-57.78
"3882",-57.76
"3883",-57.76
"3884",-57.7866666666667
"3885",-57.79
"3886",-57.7433333333333
"3887",-57.7733333333333
"3888",-57.78
"3889",-57.76
"3890",-57.76
"3891",-57.7966666666667
"3892",-57.8033333333333
"3893",-57.8166666666667
"3894",-57.8233333333333
"3895",-57.8466666666667
"3896",-57.85
"3897",-57.8133333333333
"3898",-57.8233333333333
"3899",-57.8566666666667
"3900",-57.8666666666667
"3901",-57.9
"3902",-57.88
"3903",-57.8633333333333
"3904",-57.89
"3905",-57.8866666666667
"3906",-57.8833333333333
"3907",-57.8733333333333
"3908",-57.9466666666667
"3909",-57.9566666666667
"3910",-57.9733333333333
"3911",-57.97
"3912",-57.97
"3913",-57.9666666666667
"3914",-58.0266666666667
"3915",-58.08
"3916",-58.0466666666667
"3917",-58.0266666666667
"3918",-58.0066666666667
"3919",-57.98
"3920",-57.9833333333333
"3921",-57.9866666666667
"3922",-57.97
"3923",-57.9866666666667
"3924",-57.99
"3925",-57.9966666666667
"3926",-58.02
"3927",-57.9866666666667
"3928",-58
"3929",-58.0033333333333
"3930",-58.0066666666667
"3931",-58.05
"3932",-58.0533333333333
"3933",-58.0666666666667
"3934",-58.0966666666667
"3935",-58.1466666666667
"3936",-58.1866666666667
"3937",-58.19
"3938",-58.1733333333333
"3939",-58.16
"3940",-58.1633333333333
"3941",-58.2066666666667
"3942",-58.17
"3943",-58.2033333333333
"3944",-58.21
"3945",-58.2766666666667
"3946",-58.2866666666667
"3947",-58.34
"3948",-58.39
"3949",-58.4433333333333
"3950",-58.4033333333333
"3951",-58.39
"3952",-58.3933333333333
"3953",-58.4366666666667
"3954",-58.44
"3955",-58.47
"3956",-58.4966666666667
"3957",-58.5033333333333
"3958",-58.5133333333333
"3959",-58.5166666666667
"3960",-58.4833333333333
"3961",-58.5333333333333
"3962",-58.5333333333333
"3963",-58.54
"3964",-58.5066666666667
"3965",-58.51
"3966",-58.5233333333333
"3967",-58.5733333333333
"3968",-58.57
"3969",-58.61
"3970",-58.5866666666667
"3971",-58.5933333333333
"3972",-58.6066666666667
"3973",-58.66
"3974",-58.6633333333333
"3975",-58.67
"3976",-58.6566666666667
"3977",-58.6633333333333
"3978",-58.66
"3979",-58.67
"3980",-58.6766666666667
"3981",-58.6566666666667
"3982",-58.6966666666667
"3983",-58.6666666666667
"3984",-58.6966666666667
"3985",-58.73
"3986",-58.72
"3987",-58.7366666666667
"3988",-58.7333333333333
"3989",-58.74
"3990",-58.7466666666667
"3991",-58.76
"3992",-58.7166666666667
"3993",-58.7966666666667
"3994",-58.7733333333333
"3995",-58.7566666666667
"3996",-58.7866666666667
"3997",-58.8166666666667
"3998",-58.8166666666667
"3999",-58.85
"4000",-58.89
"4001",-58.9166666666667
"4002",-58.9566666666667
"4003",-58.92
"4004",-58.9266666666667
"4005",-58.93
"4006",-58.8933333333333
"4007",-58.8833333333333
"4008",-58.8866666666667
"4009",-58.9166666666667
"4010",-58.9166666666667
"4011",-58.8933333333333
"4012",-58.8566666666667
"4013",-58.8166666666667
