starttime_asc,starttime,endtime,scaninfo.00:0C:42:68:DE:D3.signallevel,scaninfo.00:15:6D:65:17:B6.signallevel,scaninfo.00:15:6D:67:1D:F3.signallevel,scaninfo.00:19:5B:6C:BC:D9.signallevel,scaninfo.00:19:5B:6C:C0:25.signallevel,scaninfo.00:19:5B:6C:C0:2A.signallevel,scaninfo.00:19:5B:77:A5:EE.signallevel,scaninfo.00:19:5B:ED:BC:68.signallevel,scaninfo.00:1C:F0:CB:E9:21.signallevel,scaninfo.00:1C:F0:CB:E9:25.signallevel,scaninfo.00:1C:F0:CB:EC:14.signallevel,scaninfo.00:1C:F0:CB:EC:5B.signallevel,scaninfo.00:1C:F0:CB:EC:70.signallevel,scaninfo.00:1C:F0:CB:EC:89.signallevel,scaninfo.00:1C:F0:CB:EC:92.signallevel,scaninfo.00:1C:F0:CB:EC:95.signallevel,scaninfo.00:22:B0:42:7F:FB.signallevel
Wed Jan 12 07:03:18 2011,1294795998.31,1294796001.09,,-72,-86,,,,-83,,,,,-68,,-72,-56,-78,
Wed Jan 12 07:03:41 2011,1294796021.17,1294796023.84,,,-86,,,,-84,,,,,-69,,-80,,-79,
Wed Jan 12 07:04:03 2011,1294796043.91,1294796046.69,,-75,,,,,-85,,,,,-69,-85,-78,-55,-78,
Wed Jan 12 07:04:26 2011,1294796066.77,1294796069.54,,-72,,,,,,,,,,-70,,-80,-66,-78,
Wed Jan 12 07:04:49 2011,1294796089.61,1294796092.38,,-74,,,,,-84,,,,,-69,,,-62,-80,
Wed Jan 12 07:05:32 2011,1294796132.52,1294796135.29,-84,,,,,,,,,,,-70,,-71,-63,-79,
Wed Jan 12 07:05:55 2011,1294796155.36,1294796158.14,,-82,,,,,-84,,,,,-69,,-78,-62,-81,
Wed Jan 12 07:06:18 2011,1294796178.21,1294796180.98,-85,-72,-86,,,,,,,,,-69,,-72,-54,-79,
Wed Jan 12 07:06:41 2011,1294796201.05,1294796203.82,,-75,,,,,-84,,,,,-70,-85,-73,-53,-80,
Wed Jan 12 07:07:03 2011,1294796223.89,1294796226.56,,-74,,,,,-84,,,,,-69,,-76,-67,-81,
Wed Jan 12 07:07:26 2011,1294796246.63,1294796249.41,-84,-73,,,,,-83,,,,,-73,,-72,-67,-80,
Wed Jan 12 07:07:49 2011,1294796269.48,1294796272.24,-83,-75,,,,,,,,,,-68,,-72,-56,-79,
Wed Jan 12 07:08:32 2011,1294796312.37,1294796315.14,,-75,,,,,-83,,,,,-67,,-83,-79,-78,
Wed Jan 12 07:08:55 2011,1294796335.21,1294796337.99,,,-88,,,,-83,,,,,-68,,-72,-53,-79,
Wed Jan 12 07:09:18 2011,1294796358.05,1294796360.82,-83,-73,-84,,,,-84,,,,,-68,,-73,-56,-80,
Wed Jan 12 07:09:40 2011,1294796380.89,1294796383.67,,-74,,,,,,,,,,-67,,-72,-54,-82,
Wed Jan 12 07:10:03 2011,1294796403.73,1294796406.41,,,,,,,,,,,,-69,,,-55,,
Wed Jan 12 07:10:26 2011,1294796426.49,1294796429.16,,,,,,,,,,,,-66,,,-79,-82,
Wed Jan 12 07:10:49 2011,1294796449.23,1294796451.9,,-74,,,,,-84,,,,,-68,-87,-72,-53,-81,
Wed Jan 12 07:11:11 2011,1294796471.97,1294796474.74,-84,,,,,,-83,,,,,-67,-84,-71,,-79,
Wed Jan 12 07:11:34 2011,1294796494.82,1294796497.59,-85,-72,,,,,,,,,,-73,,-82,-67,-80,
Wed Jan 12 07:11:57 2011,1294796517.66,1294796520.44,,-72,,,,,,,,,,-67,,,-53,-83,
Wed Jan 12 07:12:20 2011,1294796540.5,1294796543.27,,,,,,,,,,,,-68,-84,-79,-53,-81,
Wed Jan 12 07:12:43 2011,1294796563.35,1294796566.12,-84,-74,,,,,,,,,,-69,,-78,,-80,
Wed Jan 12 07:13:06 2011,1294796586.19,1294796588.96,-84,-73,,,,,,,,,,-69,,-81,-67,-79,
Wed Jan 12 07:13:29 2011,1294796609.03,1294796611.81,-84,-73,,,,,-84,,,-85,,-68,,-72,-56,-80,
Wed Jan 12 07:13:51 2011,1294796631.88,1294796634.56,-84,-73,,,,,-84,,,-87,,-68,,-71,-54,,
Wed Jan 12 07:14:34 2011,1294796674.7,1294796677.47,-84,-73,,,,,-84,,,,,-69,-84,-71,-53,-78,
Wed Jan 12 07:14:57 2011,1294796697.54,1294796700.21,,-73,,,,,-83,,,,,-68,,-72,-63,-81,
Wed Jan 12 07:15:20 2011,1294796720.28,1294796723.05,-84,-75,,,,,-83,,,,,-68,-84,-74,-67,-81,
Wed Jan 12 07:15:43 2011,1294796743.12,1294796745.9,,-70,,,,,-82,,,,,-72,,-81,-53,,
Wed Jan 12 07:16:05 2011,1294796765.95,1294796768.72,,-72,,,,,-83,,,,,-72,-84,-72,-54,-79,
Wed Jan 12 07:16:28 2011,1294796788.8,1294796791.58,,-72,,,,,-84,,,,,-68,-84,,-62,-81,
Wed Jan 12 07:16:51 2011,1294796811.66,1294796814.43,,-73,,,,,-85,,,,,,,-72,-54,-81,
Wed Jan 12 07:17:34 2011,1294796854.58,1294796857.35,-83,-72,,,,,-83,,,,,-67,,-72,-53,-80,
Wed Jan 12 07:17:57 2011,1294796877.42,1294796880.19,,-72,,,,,-83,,,,,-66,,-72,-54,,
Wed Jan 12 07:18:20 2011,1294796900.26,1294796903.04,,-72,-86,,,,-84,,,,,-67,,-72,-54,-84,
Wed Jan 12 07:18:43 2011,1294796923.11,1294796925.88,,-73,,,,,-84,,,,,-68,,,-53,-81,
Wed Jan 12 07:19:05 2011,1294796945.95,1294796948.63,,-73,,,,,,,,,,-68,,,-69,-81,
Wed Jan 12 07:19:28 2011,1294796968.7,1294796971.47,-84,-74,,,,,-83,,,,,-69,,,-53,-79,
Wed Jan 12 07:19:51 2011,1294796991.53,1294796994.3,-86,-72,-86,,,,-83,,,,,-82,,-72,-54,-79,
Wed Jan 12 07:20:34 2011,1294797034.43,1294797037.2,,-72,,,,,-84,,,,,-69,,-79,-54,-79,
Wed Jan 12 07:20:57 2011,1294797057.27,1294797060.05,,-73,,,,,,,,,,-69,,-78,-53,-78,
Wed Jan 12 07:21:20 2011,1294797080.11,1294797082.89,-84,-72,,,,,-84,,,,,-73,,-72,-53,,
Wed Jan 12 07:21:42 2011,1294797102.95,1294797105.73,,,,,,,-83,,,,,-68,,-72,,-80,
Wed Jan 12 07:22:05 2011,1294797125.8,1294797128.67,-87,-73,,,,,-82,,,,,-67,,-74,-53,-79,
Wed Jan 12 07:22:28 2011,1294797148.75,1294797151.52,,-72,,,,,-83,,,,,-68,,-72,-54,-78,
Wed Jan 12 07:22:51 2011,1294797171.59,1294797174.27,-85,-72,,,,,-83,,,,,-65,,-74,-53,-80,
Wed Jan 12 07:23:34 2011,1294797214.4,1294797217.17,,,,,,,-83,,,,,,,-72,-54,-80,
Wed Jan 12 07:23:57 2011,1294797237.24,1294797240.02,-84,-73,,,,,-82,,,,,-69,,-72,-53,-78,
Wed Jan 12 07:24:20 2011,1294797260.09,1294797262.86,,-81,,,,,-82,,,,,-68,,-72,-80,-78,
Wed Jan 12 07:24:42 2011,1294797282.93,1294797285.7,,-70,,,,,-81,,,,,-68,,-75,-68,-80,
Wed Jan 12 07:25:05 2011,1294797305.77,1294797308.44,,-72,,,,,,,,,,-72,,-70,,,
Wed Jan 12 07:25:28 2011,1294797328.5,1294797331.17,,-72,,,,,,,,,,-81,,,-56,-80,
Wed Jan 12 07:25:51 2011,1294797351.23,1294797353.91,-83,-73,,,,,-83,,,,,-73,,-74,-63,,
Wed Jan 12 07:26:34 2011,1294797394.04,1294797396.81,,-73,,,,,,,,,,-72,,-72,-57,-80,
Wed Jan 12 07:26:56 2011,1294797416.87,1294797419.54,,-72,,,,,-83,,,,,,,-85,-63,-78,
Wed Jan 12 07:27:19 2011,1294797439.61,1294797442.28,-83,-72,-87,,,,-84,,,,,-74,,-72,-69,-81,
Wed Jan 12 07:27:42 2011,1294797462.36,1294797465.03,,-72,,,,,,,,,,-78,,-71,-53,-80,
Wed Jan 12 07:28:05 2011,1294797485.11,1294797487.78,,-72,,,,,,,,,,-72,,-80,-63,-78,
Wed Jan 12 07:28:27 2011,1294797507.84,1294797510.62,,-73,,,,,,,,,,-75,,-79,-63,-77,
Wed Jan 12 07:28:50 2011,1294797530.69,1294797533.47,,-73,,,,,-83,,,,,-75,,-78,-55,-79,
Wed Jan 12 07:29:33 2011,1294797573.61,1294797576.38,-83,-72,,,,,,,,,,-70,,-79,-55,-81,
Wed Jan 12 07:29:56 2011,1294797596.45,1294797599.23,,-73,,,,,,,,,,-76,,-72,-54,-78,
Wed Jan 12 07:30:19 2011,1294797619.3,1294797622.08,,-81,,,,,-85,,,,,-75,,-84,-78,-81,
Wed Jan 12 07:30:42 2011,1294797642.16,1294797644.83,,-73,,,,,-84,,,,,-71,,,-61,-79,
Wed Jan 12 07:31:04 2011,1294797664.9,1294797667.67,,,-83,,,,-84,,,,,-72,,-72,-62,-81,
Wed Jan 12 07:31:27 2011,1294797687.76,1294797690.53,,-75,,,,,-81,,,,,,-85,,-55,-81,
Wed Jan 12 07:31:50 2011,1294797710.61,1294797713.38,-85,-71,,,,,-82,,,,,-64,-84,,-53,-81,
Wed Jan 12 07:32:33 2011,1294797753.52,1294797756.29,,-73,-86,,,,-82,,,,,-66,-84,-78,-55,-80,
Wed Jan 12 07:32:56 2011,1294797776.36,1294797779.14,,-74,-87,,,,-82,,,,,-73,,-73,-69,-79,
Wed Jan 12 07:33:19 2011,1294797799.2,1294797802.07,-85,-72,-85,,,,-82,,,,,-72,,-74,-61,-78,
Wed Jan 12 07:33:42 2011,1294797822.14,1294797824.91,-84,-74,,,,,-81,,,,,-66,-84,,-54,-81,
Wed Jan 12 07:34:04 2011,1294797844.97,1294797847.74,-84,,,,,,-84,,,,,-64,,-74,-63,,
Wed Jan 12 07:34:27 2011,1294797867.81,1294797870.48,,,,,,,,,,,,-66,,-73,,,
Wed Jan 12 07:34:50 2011,1294797890.55,1294797893.32,,-82,,,,,,,,,,-75,,-78,-52,,
Wed Jan 12 07:35:33 2011,1294797933.47,1294797936.24,,-72,,,,,-86,,,,,-68,,-73,,-81,
Wed Jan 12 07:35:56 2011,1294797956.31,1294797958.98,-84,-72,-86,,,,,,,,,-79,,-73,-79,,
Wed Jan 12 07:36:19 2011,1294797979.05,1294797981.82,-85,-73,-86,,,,,,,,,-70,,-73,-67,-81,
Wed Jan 12 07:36:41 2011,1294798001.89,1294798004.67,-85,,,,,,-84,,,,,-78,,-72,-54,-81,
Wed Jan 12 07:37:04 2011,1294798024.74,1294798027.51,,,,,,,,,,,,-73,,-81,-67,-82,
Wed Jan 12 07:37:27 2011,1294798047.56,1294798050.33,,-73,-85,,,,-83,,,,,-71,,-82,-67,-82,
Wed Jan 12 07:37:50 2011,1294798070.39,1294798073.17,,,,,,,-82,,,,,-72,,-82,-67,-80,
Wed Jan 12 07:38:33 2011,1294798113.3,1294798116.18,-83,-72,,,,,,,,,,-71,,,-67,-80,
Wed Jan 12 07:38:56 2011,1294798136.24,1294798139.01,,-82,,,,,,,,,,-73,-84,-79,-67,-82,
Wed Jan 12 07:39:19 2011,1294798159.07,1294798161.84,-83,-72,,,,,,,,,,-73,,-73,-55,-80,
Wed Jan 12 07:39:41 2011,1294798181.91,1294798184.69,,,,,,,-82,,,,,-75,,-79,-68,-82,
Wed Jan 12 07:40:04 2011,1294798204.75,1294798207.52,,-70,,,,,-83,,,,,-65,,-74,-54,-80,
Wed Jan 12 07:40:27 2011,1294798227.61,1294798230.39,,-81,,,,,-84,,,,,-66,,-74,-55,-78,
Wed Jan 12 07:40:50 2011,1294798250.47,1294798253.25,-84,-82,,,,,-83,,,,,-66,,,-55,-79,
Wed Jan 12 07:41:33 2011,1294798293.39,1294798296.17,-87,,,,,,-84,,,,,-65,,-80,,-78,
Wed Jan 12 07:41:56 2011,1294798316.24,1294798319.01,,-75,,,,,-84,,,,,-73,,-74,-54,,
Wed Jan 12 07:42:19 2011,1294798339.09,1294798341.86,-84,,,,,,-82,,,,,-67,,-73,-61,-79,
Wed Jan 12 07:42:41 2011,1294798361.93,1294798364.7,,-72,,,,,-83,,,,,-65,,-72,,-78,
Wed Jan 12 07:43:04 2011,1294798384.78,1294798387.55,,,,,,,-84,,,,,,,-75,-67,-77,
Wed Jan 12 07:43:27 2011,1294798407.63,1294798410.3,-82,-75,-87,,,,,,,,,-81,,,-54,-78,
Wed Jan 12 07:43:50 2011,1294798430.37,1294798433.15,,,,,,,,,,,,-67,,-77,-57,-81,
Wed Jan 12 07:44:33 2011,1294798473.3,1294798476.08,,-71,,,,,-84,,,,,-75,,,-54,-80,
Wed Jan 12 07:44:56 2011,1294798496.14,1294798498.91,,-72,,,,,,,,,,-74,,,-53,-79,
Wed Jan 12 07:45:18 2011,1294798518.98,1294798521.75,,-70,,,,,-86,,,,,-64,,-79,-62,-81,
Wed Jan 12 07:45:41 2011,1294798541.82,1294798544.59,,-73,,,,,,,,,,-66,-83,,-67,-80,
Wed Jan 12 07:46:04 2011,1294798564.66,1294798567.43,,-71,,,,,,,,,,-67,,,-54,-79,
Wed Jan 12 07:46:27 2011,1294798587.49,1294798590.27,-85,-72,,,,,-83,,,,,-66,,-81,-55,-77,
Wed Jan 12 07:46:50 2011,1294798610.34,1294798613.01,,,,,,,,,,,,,,-73,-54,-80,
Wed Jan 12 07:47:33 2011,1294798653.17,1294798655.94,-85,-70,,,,,,,,,,-65,,-81,-78,-77,
Wed Jan 12 07:47:56 2011,1294798676.0,1294798678.77,,-71,,,,,-86,,,,,-72,,-82,-57,-78,
Wed Jan 12 07:48:18 2011,1294798698.83,1294798701.49,-83,-76,,,,,-84,,,,,-64,,-75,-68,-80,
Wed Jan 12 07:48:41 2011,1294798721.56,1294798724.23,-83,,,,,,-84,,,,,-69,,,-54,-81,
Wed Jan 12 07:49:04 2011,1294798744.3,1294798747.07,-83,-72,,,,,,,,,,-69,,-73,-66,,
Wed Jan 12 07:49:27 2011,1294798767.13,1294798769.91,,,,,,,,,,,,-67,,,,-81,
Wed Jan 12 07:49:49 2011,1294798789.98,1294798792.76,,-73,,,,,,,,,,-67,,-81,-63,-80,
Wed Jan 12 07:50:32 2011,1294798832.89,1294798835.56,,,-87,,,,,,,,,-70,,,-57,,
Wed Jan 12 07:50:55 2011,1294798855.63,1294798858.4,-84,,,,,,,,,-87,,-73,,,-64,-81,
Wed Jan 12 07:51:18 2011,1294798878.48,1294798881.25,-84,-78,-86,,,,,,,,,-70,-84,-72,-63,-79,
Wed Jan 12 07:51:41 2011,1294798901.33,1294798904.0,,,,,,,-83,,,,,-65,,-72,-69,-82,
Wed Jan 12 07:52:04 2011,1294798924.07,1294798926.84,-85,-72,,,,,-83,,,,,-67,,-72,-54,-79,
Wed Jan 12 07:52:26 2011,1294798946.92,1294798949.69,,-70,,,,,-83,,,,,-72,,,-67,-78,
Wed Jan 12 07:52:49 2011,1294798969.75,1294798972.53,-85,-70,,,,,-84,,,,,-66,-85,-82,-55,-80,
Wed Jan 12 07:53:32 2011,1294799012.66,1294799015.43,,-75,-87,,,,-85,,,,,-68,,-79,-68,-81,
Wed Jan 12 07:53:55 2011,1294799035.5,1294799038.28,,-73,,,,,-84,,,,,-68,,-79,-68,-79,
Wed Jan 12 07:54:18 2011,1294799058.35,1294799061.13,-84,-72,,,,,-84,,,,,-67,,-78,-78,-79,
Wed Jan 12 07:54:41 2011,1294799081.22,1294799083.99,,-72,,,,,-85,,,,,-72,,-75,-68,-80,
Wed Jan 12 07:55:04 2011,1294799104.06,1294799106.73,,-72,,,,,,,,,,-79,,,,-78,
Wed Jan 12 07:55:26 2011,1294799126.81,1294799129.58,,-72,,,,,,,,-87,,,,-82,-67,-80,
Wed Jan 12 07:55:49 2011,1294799149.65,1294799152.42,-86,-73,,,,,,,,-86,,-68,,-78,-55,-81,
Wed Jan 12 07:56:32 2011,1294799192.55,1294799195.33,,-71,,,,,-85,,,,,-72,,-74,-54,-81,
Wed Jan 12 07:56:55 2011,1294799215.39,1294799218.16,-84,-72,,,,,,,,,,-72,,-74,-54,-80,
Wed Jan 12 07:57:18 2011,1294799238.28,1294799241.06,-85,-81,,,,,,,,,,-73,-84,-83,-55,-80,
Wed Jan 12 07:57:41 2011,1294799261.14,1294799263.91,-82,-74,-86,,,,,,,,,-66,,-78,-68,-79,
Wed Jan 12 07:58:03 2011,1294799283.98,1294799286.76,-82,,,,,,,,,,,-67,,-77,,-81,
Wed Jan 12 07:58:26 2011,1294799306.82,1294799309.5,-84,-74,-85,,,,,,,,,-67,,-77,-63,-81,
Wed Jan 12 07:58:49 2011,1294799329.57,1294799332.24,,,,,,,-82,,,,,-65,,-75,,-81,
Wed Jan 12 07:59:32 2011,1294799372.4,1294799375.17,-83,-72,,,,,-88,,,,,-65,,-78,-54,-81,
Wed Jan 12 07:59:55 2011,1294799395.23,1294799398.0,-82,-75,,,,,-83,,,,,-68,-85,-78,-54,-82,
Wed Jan 12 08:00:18 2011,1294799418.08,1294799420.75,-84,-73,-88,,,,-82,,,,,-73,,-74,-67,-80,
Wed Jan 12 08:00:40 2011,1294799440.83,1294799443.61,-82,,,,,,-83,,,,,-67,,-74,-67,-79,
Wed Jan 12 08:01:03 2011,1294799463.66,1294799466.44,-85,-71,,,,,-84,,,,,-73,-87,-76,-66,-78,
Wed Jan 12 08:01:26 2011,1294799486.5,1294799489.18,,-71,,,,,-85,,,,,-69,,,-77,-81,
Wed Jan 12 08:01:49 2011,1294799509.25,1294799511.92,,-72,,,,,,,,,,,,-78,-69,,
Wed Jan 12 08:02:11 2011,1294799531.99,1294799534.66,-85,-74,-86,,,,-83,,,,,-66,,-74,-61,-81,
Wed Jan 12 08:02:34 2011,1294799554.74,1294799557.41,-84,-72,,,,,-84,,,,,,,-75,-62,-80,
Wed Jan 12 08:02:57 2011,1294799577.48,1294799580.26,-86,-72,,,,,-86,,,,,-66,-85,-74,-60,-80,
Wed Jan 12 08:03:20 2011,1294799600.34,1294799603.11,,-72,,,,,,,,,,-67,,-79,-54,-79,
Wed Jan 12 08:03:43 2011,1294799623.18,1294799625.86,-84,,,,,,-85,,,,,-68,-87,-77,-55,-81,
Wed Jan 12 08:04:05 2011,1294799645.92,1294799648.69,,,,,,,-84,,,,,-69,,-79,,-80,
Wed Jan 12 08:04:28 2011,1294799668.79,1294799671.47,,,,,,,-83,,,,,-73,,-79,,-79,
Wed Jan 12 08:04:51 2011,1294799691.54,1294799694.31,-84,-74,-86,,,,-84,,,,,-73,-84,-73,,-78,
Wed Jan 12 08:05:34 2011,1294799734.46,1294799737.14,-83,-73,,,,,-83,,,,,,,,-54,-79,
Wed Jan 12 08:05:57 2011,1294799757.19,1294799759.97,-83,,,,,,-83,,,,,-72,-84,-72,-54,-77,
Wed Jan 12 08:06:20 2011,1294799780.04,1294799782.71,-85,-81,,,,,-83,,,,,-71,-83,-72,-54,-80,
Wed Jan 12 08:06:42 2011,1294799802.78,1294799805.56,-83,-72,,,,,,,,,,-70,-86,-71,-69,-78,
Wed Jan 12 08:07:05 2011,1294799825.64,1294799828.31,-83,-72,,,,,,,,,,-68,,-76,-62,-81,
Wed Jan 12 08:07:28 2011,1294799848.39,1294799851.06,-84,-75,,,,,,,,,,-69,,-75,-56,-81,
Wed Jan 12 08:07:51 2011,1294799871.13,1294799873.9,-80,-71,,,,,-84,,,,,-69,,-77,-56,-79,
Wed Jan 12 08:08:34 2011,1294799914.03,1294799916.8,,-72,,,,,,,,,,-69,,-76,-67,-81,
Wed Jan 12 08:08:56 2011,1294799936.87,1294799939.54,-85,-72,,,,,,,,,,-66,,-79,-57,-81,
Wed Jan 12 08:09:19 2011,1294799959.61,1294799962.27,,,-84,,,,-85,,,,,-71,,-72,-63,-79,
Wed Jan 12 08:09:42 2011,1294799982.35,1294799985.01,,,,,,,-84,,,,,-75,,-72,,-79,
Wed Jan 12 08:10:05 2011,1294800005.08,1294800007.76,,-73,,,,,,,,,,-69,,-77,-57,,
Wed Jan 12 08:10:27 2011,1294800027.83,1294800030.6,,-73,,,,,,,,,,-68,,-75,-62,-78,
Wed Jan 12 08:10:50 2011,1294800050.67,1294800053.44,,-73,,,,,-86,,,,,-67,,-76,-61,-78,
Wed Jan 12 08:11:33 2011,1294800093.6,1294800096.37,,-72,,,,,,,,,,-66,,-74,-55,-81,
Wed Jan 12 08:11:56 2011,1294800116.44,1294800119.12,-84,-72,,,,,,,,,,,,,-54,-81,
Wed Jan 12 08:12:19 2011,1294800139.18,1294800141.96,,-72,,,,,,,,,,-70,-84,-78,-61,-80,
Wed Jan 12 08:12:42 2011,1294800162.03,1294800164.8,-84,-70,,,,,-83,,,,,-72,,-82,-78,-80,
Wed Jan 12 08:13:04 2011,1294800184.87,1294800187.75,-84,-72,,,,,-83,,,,,-67,,-75,-53,-79,
Wed Jan 12 08:13:27 2011,1294800207.82,1294800210.5,-84,-71,,,,,-84,,,,,-69,-82,-73,-55,-81,
Wed Jan 12 08:13:50 2011,1294800230.57,1294800233.34,,-81,,,,,-84,,,,,-71,,-73,,-80,
Wed Jan 12 08:14:33 2011,1294800273.48,1294800276.26,-83,-71,,,,,,,,,,-67,,-76,-57,-79,
Wed Jan 12 08:14:56 2011,1294800296.32,1294800298.99,-84,-72,,,,,-84,,,,,-71,,-73,-55,-78,
Wed Jan 12 08:15:19 2011,1294800319.05,1294800321.73,-84,-70,,,,,-84,,,,,-67,,-76,-61,-80,
Wed Jan 12 08:15:41 2011,1294800341.81,1294800344.58,,,,,,,,,,,,-70,-88,-73,-55,-78,
Wed Jan 12 08:16:04 2011,1294800364.67,1294800367.45,-85,-74,,,,,,,,,,-65,,-76,-57,-79,
Wed Jan 12 08:16:27 2011,1294800387.51,1294800390.19,-85,-72,,,,,,,,,,-65,,-75,-55,-81,
Wed Jan 12 08:16:50 2011,1294800410.26,1294800412.93,-85,,-87,,,,-82,,,,,-67,,-74,-54,-81,
Wed Jan 12 08:17:33 2011,1294800453.07,1294800455.85,-86,-82,,,,,,,,,,-66,,-78,-69,-79,
Wed Jan 12 08:17:55 2011,1294800475.93,1294800478.7,-85,-74,,,,,,,,,,-66,,-79,-57,-78,
Wed Jan 12 08:18:18 2011,1294800498.76,1294800501.44,-83,-71,,,,,-84,,,,,-67,-85,-73,-57,-78,
Wed Jan 12 08:18:41 2011,1294800521.49,1294800524.27,-83,-72,,,,,-83,,,,,-71,,-75,-57,-80,
Wed Jan 12 08:19:04 2011,1294800544.34,1294800547.12,-84,,,,,,-82,,,,,-72,,-73,-68,-79,
Wed Jan 12 08:19:27 2011,1294800567.2,1294800569.97,-84,-73,,,,,-83,,,,,,,-73,-54,,
Wed Jan 12 08:19:50 2011,1294800590.04,1294800592.81,-84,,,,,,,,,,,-71,,-73,-68,-81,
Wed Jan 12 08:20:32 2011,1294800632.94,1294800635.72,-83,-74,-84,,,,-83,,,,,,-84,-73,-69,-78,
Wed Jan 12 08:20:55 2011,1294800655.79,1294800658.47,,,-88,,,,-85,,,,,-69,-83,-74,-55,-81,
Wed Jan 12 08:21:18 2011,1294800678.53,1294800681.31,-84,-74,-85,,,,,,,,,-69,,-73,-63,-81,
Wed Jan 12 08:21:41 2011,1294800701.37,1294800704.15,-85,-71,,,,,,,,,,-67,,-81,-54,,
Wed Jan 12 08:22:04 2011,1294800724.21,1294800726.99,-83,-73,-85,,,,,,,,,-69,,-73,-78,-81,
Wed Jan 12 08:22:27 2011,1294800747.06,1294800749.83,,-71,,,,,,,,,,-68,-83,,-58,-78,
Wed Jan 12 08:22:49 2011,1294800769.9,1294800772.67,-85,-73,-84,,,,-83,,,,,-68,,-81,-57,-81,
Wed Jan 12 08:23:32 2011,1294800812.8,1294800815.57,-84,-74,-87,,,,,,,,,-76,-84,-76,-60,-81,
Wed Jan 12 08:23:55 2011,1294800835.63,1294800838.31,-83,,,,,,,,,,,-68,,-73,,-79,
Wed Jan 12 08:24:18 2011,1294800858.38,1294800861.05,-84,-72,,,,,-84,,,,,-67,-83,-72,-79,-79,
Wed Jan 12 08:24:41 2011,1294800881.11,1294800883.88,,-73,,,,,-83,,,,,-74,,-75,-69,-81,
Wed Jan 12 08:25:03 2011,1294800903.95,1294800906.82,,-73,-85,,,,-83,,,,,-69,,-78,-69,-78,
Wed Jan 12 08:25:26 2011,1294800926.9,1294800929.57,,-73,,,,,-83,,,,,-78,,-72,-66,,
Wed Jan 12 08:25:49 2011,1294800949.64,1294800952.41,,-73,-85,,,,,,,,,-77,,,-55,-80,
Wed Jan 12 08:26:32 2011,1294800992.54,1294800995.22,,,,,,,-83,,,,,-75,,-72,-67,-81,
Wed Jan 12 08:26:55 2011,1294801015.28,1294801017.95,,,,,,,,,,,,-73,,-74,-57,,
Wed Jan 12 08:27:18 2011,1294801038.03,1294801040.8,-84,-71,,,,,-83,,,,,-72,-84,-72,-54,-81,
Wed Jan 12 08:27:40 2011,1294801060.87,1294801063.64,,,,,,,,,,,,-75,,-80,,,
Wed Jan 12 08:28:03 2011,1294801083.72,1294801086.4,-83,,,,,,-83,,,-87,,-66,-83,-79,-60,,
Wed Jan 12 08:28:26 2011,1294801106.46,1294801109.24,,-70,,,,,-80,,,,,-69,,-72,-67,-79,
Wed Jan 12 08:28:49 2011,1294801129.31,1294801132.08,,,,,,,-83,,,,,-71,,-73,-55,-79,
Wed Jan 12 08:29:32 2011,1294801172.22,1294801174.98,,-70,,,,,,,,,,-72,,-81,-56,-80,
Wed Jan 12 08:29:55 2011,1294801195.04,1294801197.81,,-80,,,,,-83,,,,,-72,,-72,,-81,
Wed Jan 12 08:30:17 2011,1294801217.88,1294801220.65,,-70,,,,,-84,,,,,-76,,-72,,-80,
Wed Jan 12 08:30:40 2011,1294801240.72,1294801243.39,,-80,,,,,-83,,,,,,,-78,-54,-81,
Wed Jan 12 08:31:03 2011,1294801263.46,1294801266.23,,-72,,,,,,,,,,-73,,-78,,-79,
Wed Jan 12 08:31:26 2011,1294801286.3,1294801289.07,,-71,,,,,,,,,,-69,,-80,-67,-80,
Wed Jan 12 08:31:49 2011,1294801309.15,1294801311.92,,,,,,,,,,,,-72,,-79,-77,-79,
Wed Jan 12 08:32:11 2011,1294801331.99,1294801334.67,-85,,,,,,,,,,,-67,,-81,-66,,
Wed Jan 12 08:32:34 2011,1294801354.73,1294801357.41,-86,,,,,,-82,,,,,-73,,-72,,-80,
Wed Jan 12 08:32:57 2011,1294801377.48,1294801380.16,,,,,,,-84,,,,,,,-73,-53,-80,
Wed Jan 12 08:33:20 2011,1294801400.22,1294801402.99,-83,-72,,,,,,,,,,-69,,-73,-61,-81,
Wed Jan 12 08:33:43 2011,1294801423.07,1294801425.84,,-71,,,,,,,,,,-69,,-79,-54,-81,
Wed Jan 12 08:34:05 2011,1294801445.92,1294801448.69,,-70,,,,,,,,,,-70,,-78,-54,-79,
Wed Jan 12 08:34:28 2011,1294801468.76,1294801471.54,,-71,,,,,,,,,,-69,-84,-72,-53,-80,
Wed Jan 12 08:34:51 2011,1294801491.6,1294801494.28,,-73,,,,,-83,,,,,-70,,-72,-54,-80,
Wed Jan 12 08:35:34 2011,1294801534.41,1294801537.18,-84,-73,,,,,,,,,,-68,,-78,-52,-81,
Wed Jan 12 08:35:57 2011,1294801557.24,1294801560.01,,-80,,,,,,,,,,-69,,-75,,-78,
Wed Jan 12 08:36:20 2011,1294801580.08,1294801582.76,,-73,-88,,,,-82,,,,,,,-78,-66,-79,
Wed Jan 12 08:36:42 2011,1294801602.82,1294801605.6,-83,-71,,,,,-83,,,,,-70,,-75,-53,-78,
Wed Jan 12 08:37:05 2011,1294801625.66,1294801628.44,,-73,-86,,,,-84,,,,,-73,-84,-75,-56,-81,
